"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","ISSUE","URL","ABSTRACT","ISBN","AUTHOR.1","JOURNAL.1","NOTE.1","PAGES.1","TITLE.1","VOLUME.1","YEAR.1","DOI.1","ISSN.1","URL.1"
"26","ARTICLE","Phos201826",NA,NA,"Silvia Rodriguez-Fernandez, Irma Pujol-Autonell, Ferran Brianso, David Perna-Barrull, Mary Cano-Sarabia, Sonia Garcia-Jimeno, Adrian Villalba, Alex Sanchez, Eva Aguilera, Federico Vazquez, Joan Verdaguer, Daniel Maspoch, Marta Vives-Pi",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Immunology",NA,"2","SGR2022: YES , PID: NO , HQ: 1 , IF: 5,085 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Phosphatidylserine-Liposomes Promote Tolerogenic Features on Dendritic Cells in Human Type 1 Diabetes by Apoptotic Mimicry",NA,"9","2018","10.3389/fimmu.2018.00253","1664-3224",NA,"http://journal.frontiersin.org/article/10.3389/fimmu.2018.00253/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ARTICLE","POMA202127",NA,NA,"Pol Castellano-Escuder, Raúl González-Domínguez, Francesc Carmona-Pontaque, Cristina Andrés-Lacueva, Alex Sánchez-Pla",NA,NA,NA,NA,"Manja Marz",NA,NA,"PLOS Computational Biology",NA,"7","SGR2022: YES , PID: YES , HQ: 1 , IF: 4,475 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"e1009148",NA,NA,NA,"POMAShiny: A user-friendly web-based workflow for metabolomics and proteomics data analysis",NA,"17","2021","10.1371/journal.pcbi.1009148","1553-7358","7","https://dx.plos.org/10.1371/journal.pcbi.1009148","<p> Metabolomics and proteomics, like other omics domains, usually face a data mining challenge in providing an understandable output to advance in biomarker discovery and precision medicine. Often, statistical analysis is one of the most difficult challenges and it is critical in the subsequent biological interpretation of the results. Because of this, combined with the computational programming skills needed for this type of analysis, several bioinformatic tools aimed at simplifying metabolomics and proteomics data analysis have emerged. However, sometimes the analysis is still limited to a few hidebound statistical methods and to data sets with limited flexibility. POMAShiny is a web-based tool that provides a structured, flexible and user-friendly workflow for the visualization, exploration and statistical analysis of metabolomics and proteomics data. This tool integrates several statistical methods, some of them widely used in other types of omics, and it is based on the POMA R/Bioconductor package, which increases the reproducibility and flexibility of analyses outside the web environment. POMAShiny and POMA are both freely available at <ext-link ext-link-type=""uri"" href=""https://github.com/nutrimetabolomics/POMAShiny"" type=""simple"">https://github.com/nutrimetabolomics/POMAShiny</ext-link> and <ext-link ext-link-type=""uri"" href=""https://github.com/nutrimetabolomics/POMA"" type=""simple"">https://github.com/nutrimetabolomics/POMA</ext-link> , respectively. </p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","ARTICLE","Temp202228",NA,NA,"Stéphane Nemours, Luis Castro, Didac Ribatallada-Soriano, Maria E. Semidey, Miguel Aranda, Marina Ferrer, Alex Sanchez, Joan Morote, Gerard Cantero-Recasens, Anna Meseguer",NA,NA,NA,NA,"NA",NA,NA,"Scientific Reports",NA,"4","SGR2022: YES , PID: YES , NA , NA , Firstauthor: NO , Lastauthor: NO , Bioinf: - , Stat_Prob: - ,  ,",NA,NA,"6926",NA,NA,NA,"Temporal and sex-dependent gene expression patterns in a renal ischemia–reperfusion injury and recovery pig model",NA,"12","2022","10.1038/s41598-022-10352-3","2045-2322","1","https://www.nature.com/articles/s41598-022-10352-3","<p>Men are more prone to acute kidney injury (AKI) and chronic kidney disease (CKD), progressing to end-stage renal disease (ESRD) than women. Severity and capacity to regenerate after AKI are important determinants of CKD progression, and of patient morbidity and mortality in the hospital setting. To determine sex differences during injury and recovery we have generated a female and male renal ischemia/reperfusion injury (IRI) pig model, which represents a major cause of AKI. Although no differences were found in blood urea nitrogen (BUN) and serum creatinine (SCr) levels between both sexes, females exhibited higher mononuclear infiltrates at basal and recovery, while males showed more tubular damage at injury. Global transcriptomic analyses of kidney biopsies from our IRI pig model revealed a sexual dimorphism in the temporal regulation of genes and pathways relevant for kidney injury and repair, which was also detected in human samples. Enrichment analysis of gene sets revealed five temporal and four sexual patterns governing renal IRI and recovery. Overall, this study constitutes an extensive characterization of the time and sex differences occurring during renal IRI and recovery at gene expression level and offers a template of translational value for further study of sexual dimorphism in kidney diseases.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","ARTICLE","Thef202129",NA,NA,"Pol Castellano-Escuder, Cristina Andrés-Lacueva, Alex Sánchez-Pla",NA,NA,NA,NA,"Alfonso Valencia",NA,NA,"Bioinformatics",NA,"11","SGR2022: YES , PID: YES , HQ: 1 , IF: 6,937 , Firstauthor: NO , Lastauthor: NO , Bioinf: 1 , Stat_Prob: 0 ,  ,",NA,NA,"3969-3971",NA,NA,NA,"The fobitools framework: the first steps towards food enrichment analysis",NA,"37","2021","10.1093/bioinformatics/btab626","1367-4803","21","https://academic.oup.com/bioinformatics/article/37/21/3969/6380553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ARTICLE","Thes202230",NA,NA,"Andrea Du Preez, Sophie Lefèvre� Arbogast, Vikki Houghton, Chiara Lucia, Dorrain Y. Low, Catherine Helmer, Catherine Féart, Cécile Delcourt, Cécile Proust� Lima, Mercè Pall� s, Silvie R. Ruigrok, Barbara Altendorfer, Raúl González� Domínguez, Alex Sánchez� Pla, Mireia Urpi� Sard� , Cristina Andres� Lacueva, Ludwig Aigner, Paul J. Lucassen, Aniko Korosi, Claudine Manach, Cécilia Samieri, Sandrine Thuret",NA,NA,NA,NA,"NA",NA,NA,"Alzheimer's & Dementia",NA,"4","SGR2022: YES , PID: YES , HQ: 1 , IF: 21,566 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"654-675",NA,NA,NA,"The serum metabolome mediates the concert of diet, exercise, and neurogenesis, determining the risk for cognitive decline and dementia",NA,"18","2022","10.1002/alz.12428","1552-5260","4","https://onlinelibrary.wiley.com/doi/10.1002/alz.12428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","ARTICLE","Unta201831",NA,NA,"Anna Marco-Ramell, Sara Tulipani, Magali Palau-Rodriguez, Raul Gonzalez-Dominguez, Antonio Miñarro, Olga Jauregui, Alex Sanchez-Pla, Manuel Macias-Gonzalez, Fernando Cardona, Francisco J. Tinahones, Cristina Andres-Lacueva",NA,NA,NA,NA,"NA",NA,NA,"Journal of Proteome Research",NA,"7","SGR2022: YES , PID: NO , HQ: 1 , IF: 3,78 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"2307-2317",NA,NA,NA,"Untargeted Profiling of Concordant/Discordant Phenotypes of High Insulin Resistance and Obesity To Predict the Risk of Developing Diabetes",NA,"17","2018","10.1021/acs.jproteome.7b00855","1535-3893","7","https://pubs.acs.org/doi/10.1021/acs.jproteome.7b00855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","ARTICLE","Cell202232",NA,NA,"Ester Aguado-Flor, María J. Fuentes-Raspall, Ricardo Gonzalo, Carmen Alonso, Teresa Ramón y Cajal, David Fisas, Alejandro Seoane, � lex Sánchez-Pla, Jordi Giralt, Orland Díez, Sara Gutiérrez-Enríquez",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Oncology",NA,"5","SGR2022: YES , PID: YES , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,NA,NA,NA,NA,"Cell Senescence-Related Pathways Are Enriched in Breast Cancer Patients With Late Toxicity After Radiotherapy and Low Radiation-Induced Lymphocyte Apoptosis",NA,"12","2022","10.3389/fonc.2022.825703","2234-943X",NA,"https://www.frontiersin.org/articles/10.3389/fonc.2022.825703/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","ARTICLE","GDF1202233",NA,NA,"Chiara Bellio, Marta Emperador, Pol Castellano, Albert Gris-Oliver, Francesc Canals, Alex Sánchez-Pla, Esther Zamora, Joaquín Arribas, Cristina Saura, Violeta Serra, Josep Tabernero, Bruce A. Littlefield, Josep Villanueva",NA,NA,NA,NA,"NA",NA,NA,"Cancers",NA,"5","SGR2022: YES , PID: YES , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,"2562",NA,NA,NA,"GDF15 Is an Eribulin Response Biomarker also Required for Survival of DTP Breast Cancer Cells",NA,"14","2022","10.3390/cancers14102562","2072-6694","10","https://www.mdpi.com/2072-6694/14/10/2562","<p>Drug tolerant persister (DTP) cells enter into a reversible slow-cycling state after drug treatment. We performed proteomic characterization of the breast cancer (BC) DTP cell secretome after eribulin treatment. We showed that the growth differentiation factor 15 (GDF15) is a protein significantly over-secreted upon eribulin treatment. The biomarker potential of GDF15 was confirmed in 3D-cell culture models using BC cells lines and PDXs, as well as in a TNBC in vivo model. We also found that GDF15 is required for survival of DTP cells. Direct participation of GDF15 and its receptor GFRAL in eribulin-induction of DTPs was established by the enhanced cell killing of DTPs by eribulin seen under GDF15 and GFRAL loss of function assays. Finally, we showed that combination therapy of eribulin plus an anti-GDF15 antibody kills BC-DTP cells. Our results suggest that targeting GDF15 may help eradicate DTP cells and block the onset of acquired resistance.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ARTICLE","Epig202234",NA,NA,"Bruna Oriol-Tordera, Anna Esteve-Codina, María Berdasco, Míriam Rosás-Umbert, Elena Gonçalves, Clara Duran-Castells, Francesc Catal� -Moll, Anuska Llano, Samandhy Cedeño, Maria C. Puertas, Martin Tolstrup, Ole S. Søgaard, Bonaventura Clotet, Javier Martínez-Picado, Tomáš Hanke, Behazine Combadiere, Roger Paredes, Dennis Hartigan-O'Connor, Manel Esteller, Michael Meulbroek, María Luz Calle, Alex Sanchez-Pla, José Moltó, Beatriz Mothe, Christian Brander, Marta Ruiz-Riol",NA,NA,NA,NA,"NA",NA,NA,"eBioMedicine",NA,"4","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,"103956",NA,NA,NA,"Epigenetic landscape in the kick-and-kill therapeutic vaccine BCN02 clinical trial is associated with antiretroviral treatment interruption (ATI) outcome",NA,"78","2022","10.1016/j.ebiom.2022.103956","23523964",NA,"https://linkinghub.elsevier.com/retrieve/pii/S2352396422001402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","ARTICLE","Expo202235",NA,NA,"Adrián Sánchez-Montalvá, Daniel � lvarez-Sierra, Mónica Martínez-Gallo, Janire Perurena-Prieto, Iria Arrese-Muñoz, Juan Carlos Ruiz-Rodríguez, Juan Espinosa-Pereiro, Pau Bosch-Nicolau, Xavier Martínez-Gómez, Andrés Antón, Ferran Martínez-Valle, Mar Riveiro-Barciela, Albert Blanco-Grau, Francisco Rodríguez-Frias, Pol Castellano-Escuder, Elisabet Poyatos-Canton, Jordi Bas-Minguet, Eva Martínez-Cáceres, Alex Sánchez-Pla, Coral Zurera-Egea, Aina Teniente-Serra, Manuel Hernández-González, Ricardo Pujol-Borrell",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Immunology",NA,"6","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,NA,NA,NA,NA,"Exposing and Overcoming Limitations of Clinical Laboratory Tests in COVID-19 by Adding Immunological Parameters; A Retrospective Cohort Analysis and Pilot Study",NA,"13","2022","10.3389/fimmu.2022.902837","1664-3224",NA,"https://www.frontiersin.org/articles/10.3389/fimmu.2022.902837/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","ARTICLE","Temp202236",NA,NA,"Stéphane Nemours, Luis Castro, Didac Ribatallada-Soriano, Maria E. Semidey, Miguel Aranda, Marina Ferrer, Alex Sanchez, Joan Morote, Gerard Cantero-Recasens, Anna Meseguer",NA,NA,NA,NA,"NA",NA,NA,"Scientific Reports",NA,"4","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,"6926",NA,NA,NA,"Temporal and sex-dependent gene expression patterns in a renal ischemia–reperfusion injury and recovery pig model",NA,"12","2022","10.1038/s41598-022-10352-3","2045-2322","1","https://www.nature.com/articles/s41598-022-10352-3","<p>Men are more prone to acute kidney injury (AKI) and chronic kidney disease (CKD), progressing to end-stage renal disease (ESRD) than women. Severity and capacity to regenerate after AKI are important determinants of CKD progression, and of patient morbidity and mortality in the hospital setting. To determine sex differences during injury and recovery we have generated a female and male renal ischemia/reperfusion injury (IRI) pig model, which represents a major cause of AKI. Although no differences were found in blood urea nitrogen (BUN) and serum creatinine (SCr) levels between both sexes, females exhibited higher mononuclear infiltrates at basal and recovery, while males showed more tubular damage at injury. Global transcriptomic analyses of kidney biopsies from our IRI pig model revealed a sexual dimorphism in the temporal regulation of genes and pathways relevant for kidney injury and repair, which was also detected in human samples. Enrichment analysis of gene sets revealed five temporal and four sexual patterns governing renal IRI and recovery. Overall, this study constitutes an extensive characterization of the time and sex differences occurring during renal IRI and recovery at gene expression level and offers a template of translational value for further study of sexual dimorphism in kidney diseases.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","ARTICLE","Circ202237",NA,NA,"Mercè Juliachs, Mireia Pujals, Chiara Bellio, Nathalie Meo-Evoli, Juan M. Duran, Esther Zamora, Mireia Parés, Anna Suñol, Olga Méndez, Alex Sánchez-Pla, Francesc Canals, Cristina Saura, Josep Villanueva",NA,NA,NA,NA,"NA",NA,NA,"Cancers",NA,"8","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,"3858",NA,NA,NA,"Circulating SOD2 Is a Candidate Response Biomarker for Neoadjuvant Therapy in Breast Cancer",NA,"14","2022","10.3390/cancers14163858","2072-6694","16","https://www.mdpi.com/2072-6694/14/16/3858","<p>There is a great need for non-invasive tools that inform of an early molecular response to cancer therapeutic treatment. Here, we tested the hypothesis that proteolytically resistant proteins could be candidate circulating tumor biomarkers for cancer therapy. Proteins resistant to proteolysis are drastically under-sampled by current proteomic workflows. These proteins could be reliable sensors for the response to therapy since they are likely to stay longer in circulation. We selected manganese superoxide dismutase (SOD2), a mitochondrial redox enzyme, from a screening of proteolytic resistant proteins in breast cancer (BC). First, we confirmed the robustness of SOD2 and determined that its proteolytic resistance is mediated by its quaternary protein structure. We also proved that the release of SOD2 upon chemotherapy treatment correlates with cell death in BC cells. Then, after confirming that SOD2 is very stable in human serum, we sought to measure its circulating levels in a cohort of BC patients undergoing neoadjuvant therapy. The results showed that circulating levels of SOD2 increased when patients responded to the treatment according to the tumor shrinkage during neoadjuvant chemotherapy. Therefore, the measurement of SOD2 levels in plasma could improve the non-invasive monitoring of the therapeutic treatment in breast cancer patients. The identification of circulating biomarkers linked to the tumor cell death induced by treatment could be useful for monitoring the action of the large number of cancer drugs currently used in clinics. We envision that our approach could help uncover candidate tumor biomarkers to measure a tumor’s response to cancer therapy in real time by sampling the tumor throughout the course of treatment.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","ARTICLE","Expo202238",NA,NA,"Adrián Sánchez-Montalvá, Daniel � lvarez-Sierra, Mónica Martínez-Gallo, Janire Perurena-Prieto, Iria Arrese-Muñoz, Juan Carlos Ruiz-Rodríguez, Juan Espinosa-Pereiro, Pau Bosch-Nicolau, Xavier Martínez-Gómez, Andrés Antón, Ferran Martínez-Valle, Mar Riveiro-Barciela, Albert Blanco-Grau, Francisco Rodríguez-Frias, Pol Castellano-Escuder, Elisabet Poyatos-Canton, Jordi Bas-Minguet, Eva Martínez-Cáceres, Alex Sánchez-Pla, Coral Zurera-Egea, Aina Teniente-Serra, Manuel Hernández-González, Ricardo Pujol-Borrell",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Immunology",NA,"6","SGR2022: YES , PID: YES , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,NA,NA,NA,NA,"Exposing and Overcoming Limitations of Clinical Laboratory Tests in COVID-19 by Adding Immunological Parameters; A Retrospective Cohort Analysis and Pilot Study",NA,"13","2022","10.3389/fimmu.2022.902837","1664-3224",NA,"https://www.frontiersin.org/articles/10.3389/fimmu.2022.902837/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","ARTICLE","Asso202139",NA,NA,"Patricio Maragaño Lizama, Diana L. Ríos, Isaac Subirana Cachinero, Andrea Toloba Lopez-Egea, Anna Camps, Oward Belzares, Claudio Pacheco, Cristina Cerro, Sergio Wehinger, Eduardo Fuentes, Jaume Marrugat, Iván Palomo",NA,NA,NA,NA,"NA",NA,NA,"Journal of Personalized Medicine",NA,"7","SGR2022: NO , PID: NO , HQ: 1 , IF: 4945 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"722",NA,NA,NA,"Association of Kidney Disease, Potassium, and Cardiovascular Risk Factor Prevalence with Coronary Arteriosclerotic Burden, by Sex",NA,"11","2021","10.3390/jpm11080722","2075-4426","8","https://www.mdpi.com/2075-4426/11/8/722","<p>The present study aimed to determine the relationship between the prevalence of cardiovascular risk factors and the number and severity of coronary artery atherosclerotic lesions obtained by coronary angiography. We reviewed and analyzed 1642 records from consecutive patients at the Catheter Laboratory of Talca Regional Hospital in Chile between March 2018 and May 2019. Patients were stratified according to the presence and severity of atherosclerotic lesions: 632 (38.5%) had no lesions or &lt;30% stenosis and 1010 (61.5%) had at least one coronary atherosclerotic lesion with ≥30% stenosis (CALS-30). CALS-30 was more frequent in males, smokers, and patients with diabetes and/or hypertension (all p-values &lt; 0.02). Serum potassium, glycaemia, creatinine and glomerular filtration rates were also associated with CALS-30 (all p-values &lt; 0.01) in males. The age and the proportion of males with CALS-30 increased with the number of risk factors (p-values for trends &lt; 0.001). Our results showed a stronger association between the accumulation of risk factors and CALS-30 in women than in men. Serum potassium levels were inversely associated with CALS-30 in men but not in women.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","ARTICLE","Asse202240",NA,NA,"Pol Castellano-Escuder, Raúl González-Domínguez, Marie-France Vaillant, Patricia Casas-Agustench, Nicole Hidalgo-Liberona, Núria Estanyol-Torres, Thomas Wilson, Manfred Beckmann, Amanda J. Lloyd, Marion Oberli, Christophe Moinard, Christophe Pison, Jean-Christian Borel, Marie Joyeux-Faure, Mariette Sicard, Svetlana Artemova, Hugo Terrisse, Paul Dancer, John Draper, Alex Sánchez-Pla, Cristina Andres-Lacueva",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Nutrition",NA,"6","SGR2022: YES , PID: YES , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,NA,NA,NA,NA,"Assessing Adherence to Healthy Dietary Habits Through the Urinary Food Metabolome: Results From a European Two-Center Study",NA,"9","2022","10.3389/fnut.2022.880770","2296-861X",NA,"https://www.frontiersin.org/articles/10.3389/fnut.2022.880770/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
